Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth
 1973,01,05,053105.80, 33.47, 140.87,4.5, 56
 1973,01,05,114837.50, 33.16, 140.91,3.9, 33
 1973,01,06,102116.30, 33.49, 140.85,4.2, 33
 1973,01,06,112154.70, 33.27, 140.93,4.5, 46
 1973,01,06,145552.80, 33.15, 140.71,4.7, 61
 1973,01,09,022114.80, 37.81, 141.69,3.5, 59
 1973,01,10,075113.60, 33.62, 140.51,4.1,103
 1973,01,10,135240.60, 36.84, 137.36,4.4, 33
 1973,01,12,074443.90, 33.11, 140.98,3.9, 20
 1973,01,13,002147.50, 33.28, 141.06,3.9, 40
 1973,01,13,231451.10, 33.33, 141.05,3.8, 33
 1973,01,15,131515.80, 36.93, 141.93,4.1, 43
 1973,01,15,170405.80, 33.37, 140.82,4.9, 58
 1973,01,16,181727.80, 35.96, 139.49,4.1, 60
 1973,01,16,201134.10, 37.80, 141.71,4.1, 58
 1973,01,17,030734.50, 33.28, 140.61,4.0, 58
 1973,01,17,042139   , 32.92, 138.14,4.0, 48
 1973,01,19,140115   , 33.14, 140.69,4.7, 60
 1973,01,20,060451   , 34.88, 140.79,4.8, 47
 1973,01,20,100331.90, 34.97, 140.71,4.5, 56
 1973,01,20,101351.30, 34.95, 140.84,5.0, 43
 1973,01,20,130645.80, 34.97, 140.91,4.6, 25
 1973,01,20,162959.10, 34.88, 140.95,5.0, 20
 1973,01,20,165519.80, 34.87, 140.88,4.9, 33
 1973,01,21,062956.40, 33.62, 140.43,3.9, 69
 1973,01,21,081618.80, 36.10, 139.77,5.0, 61
 1973,01,21,093900.80, 37.24, 141.08,4.1, 38
 1973,01,21,133653.40, 35.92, 137.68,3.8,238
 1973,01,21,153550.70, 33.06, 140.84,4.1, 49
 1973,01,22,165422.10, 33.23, 140.78,4.2, 38
 1973,01,22,171355.70, 33.31, 139.96,4.0, 91
 1973,01,24,015444.10, 38.96, 141.18,3.8, 90
 1973,01,24,090150.50, 43.35, 140.43,4.0,191
 1973,01,24,102414.40, 37.39, 142.06,4.1, 57
 1973,01,25,113141.90, 33.32, 140.67,4.2, 76
 1973,01,27,043844.30, 34.99, 140.85,4.3, 44
 1973,01,27,115855   , 33.21, 140.86,3.9, 46
 1973,01,27,211910.80, 35.07, 140.90,3.8, 42
 1973,01,28,170146.30, 41.85, 141.11,5.1, 93
 1973,01,29,082641.90, 33.15, 141.10,4.3, 23
 1973,01,30,153823.30, 33.19, 140.69,4.1, 33
 1973,02,02,012521.80, 38.72, 142.38,4.1, 38
 1973,02,03,003547   , 36.86, 141.01,4.2, 52
 1973,02,03,094555.20, 35.17, 140.95,4.3, 31
 1973,02,03,094856.10, 34.32, 140.42,4.1, 42
 1973,02,04,130116.60, 35.00, 141.33,4.6, 33
 1973,02,05,065940.90, 33.21, 141.05,4.5, 28
 1973,02,05,084420.40, 33.25, 141.23,3.6, 33
 1973,02,05,161919.20, 33.34, 141.83,4.3, 32
 1973,02,05,194916.40, 35.04, 140.93,4.3, 43
 1973,02,05,201707.70, 35.28, 141.02,3.9, 22
 1973,02,05,201940.70, 33.15, 142.33,4.2, 55
 1973,02,05,203104.90, 35.10, 140.83,4.2, 49
 1973,02,05,205334.90, 35.17, 141.05,4.0, 20
 1973,02,05,215459.30, 34.86, 140.91,4.1, 34
 1973,02,07,060015.30, 33.22, 140.64,4.0, 47
 1973,02,09,034224.60, 31.40, 141.83,4.3, 33
 1973,02,09,070219.80, 37.85, 134.35,4.3,388
 1973,02,10,051217.70, 33.20, 140.65,5.3, 62
 1973,02,10,105651.10, 33.11, 142.29,4.1, 59
 1973,02,13,135616   , 35.70, 140.13,3.9, 68
 1973,02,14,214542.40, 39.03, 141.47,5.1,110
 1973,02,14,223614.60, 37.04, 141.51,5.1, 56
 1973,02,15,020407.80, 41.95, 142.32,3.9, 69
 1973,02,15,102808.10, 33.16, 140.44,4.3, 55
 1973,02,15,205809.40, 37.80, 139.79,4.3,135
 1973,02,20,092732.10, 36.42, 139.50,3.8,129
 1973,02,20,141237.80, 32.43, 137.42,4.4,401
 1973,02,22,072628.90, 40.56, 143.36,4.0, 33
 1973,02,22,185105.80, 44.89, 141.10,4.5,245
 1973,02,22,202009.80, 43.49, 138.94,4.0,233
 1973,02,23,204753.50, 34.14, 135.82,3.8,418
 1973,02,24,215235.10, 33.36, 140.50,4.8, 36
 1973,02,25,100944.80, 34.73, 132.34,4.2, 19
 1973,02,26,123633.70, 33.26, 140.46,4.4, 60
 1973,02,26,133811.40, 33.66, 132.29,4.0, 54
 1973,02,26,143736.20, 33.13, 140.68,4.1, 39
 1973,02,26,224537.70, 42.32, 133.91,4.1,423
 1973,02,27,042501.60, 34.45, 141.48,4.2, 60
 1973,02,27,055626.90, 33.35, 140.96,4.1, 48
 1973,03,01,151007.70, 33.16, 140.67,4.2, 60
 1973,03,02,193222.30, 35.10, 140.81,4.0, 53
 1973,03,03,193601.70, 37.69, 137.56,4.1,211
 1973,03,05,074251   , 41.89, 142.35,4.1, 71
 1973,03,06,230623.80, 34.62, 141.48,4.4, 63
 1973,03,07,154456.40, 34.59, 141.36,4.1, 68
 1973,03,11,133747.30, 41.59, 142.01,5.5, 73
 1973,03,16,215001.10, 37.04, 141.57,5.1, 40
 1973,03,18,033318.20, 35.29, 139.15,4.0, 26
 1973,03,19,170308.40, 36.67, 140.97,4.6, 60
 1973,03,21,052334   , 33.44, 140.95,3.9, 48
 1973,03,22,094109.70, 40.76, 140.49,4.0, 26
 1973,03,22,111041.70, 38.30, 141.28,4.5, 76
 1973,03,24,003436.80, 31.72, 139.30,5.9, 20
 1973,03,25,213244.20, 32.24, 139.42,4.2, 78
 1973,03,26,074201.30, 34.35, 141.43,4.2, 58
 1973,03,26,145613   , 36.64, 141.98,5.1, 52
 1973,03,26,173517.30, 36.62, 142.02,5.1, 49
 1973,03,26,181917.80, 33.62, 140.70,3.7, 73
 1973,03,27,020831.40, 35.48, 139.92,5.0, 64
 1973,03,28,033048.90, 42.57, 144.03,4.5, 65
 1973,03,28,053219   , 33.45, 141.74,4.3, 33
 1973,03,29,115303.10, 40.01, 140.76,4.1,124
 1973,03,29,164557.90, 40.86, 143.03,4.0, 41
 1973,03,29,175152.40, 36.10, 141.55,3.9, 15
 1973,03,29,175753.60, 40.92, 142.77,4.3, 38
 1973,03,29,201046.30, 34.47, 137.54,4.0,319
 1973,03,29,213411.60, 40.83, 143.14,4.0, 44
 1973,03,29,220514.90, 40.78, 143.28,4.1, 43
 1973,03,30,030145.50, 40.76, 143.07,4.8, 54
 1973,03,30,065403.60, 31.44, 141.84,4.6, 14
 1973,03,31,041812.30, 33.67, 140.43,4.2, 43
 1973,04,01,143340.70, 31.82, 139.17,4.4, 33
 1973,04,03,165725.20, 33.31, 141.03,4.2, 33
 1973,04,03,213025.90, 36.59, 141.92,4.3, 61
 1973,04,04,022020.60, 33.28, 140.94,3.9, 33
 1973,04,04,140237.10, 41.03, 142.80,4.2, 44
 1973,04,06,022310.50, 35.12, 139.46,3.9,148
 1973,04,11,120610   , 38.81, 140.80,4.4, 15
 1973,04,11,195323.30, 33.48, 140.87,4.4, 63
 1973,04,12,050318.80, 41.59, 142.01,5.4, 73
 1973,04,14,233722.40, 34.38, 139.95,4.6, 98
 1973,04,16,034832   , 37.27, 141.74,4.1, 52
 1973,04,16,040136.20, 33.51, 140.94,4.2, 54
 1973,04,16,082620.40, 33.08, 140.80,4.1, 53
 1973,04,16,202339.50, 35.65, 140.73,4.3, 52
 1973,04,19,213343   , 42.32, 142.33,4.3, 22
 1973,04,21,104354.70, 33.33, 140.60,3.8, 58
 1973,04,21,150547.30, 44.57, 143.43,4.1, 33
 1973,04,22,080957.60, 38.38, 143.01,4.4, 33
 1973,04,23,172458.20, 36.90, 135.58,3.5,355
 1973,04,23,174503.40, 33.60, 141.16,3.9, 42
 1973,04,24,094953.10, 40.63, 143.52,4.9, 32
 1973,04,25,073856   , 32.96, 141.01,4.0, 33
 1973,04,25,121814.90, 33.50, 140.46,4.0, 33
 1973,04,25,142113.20, 33.39, 140.74,5.7, 65
 1973,04,26,020104.70, 41.17, 142.77,4.2, 35
 1973,04,26,055452   , 33.39, 140.94,4.5, 33
 1973,04,27,160315.80, 40.12, 141.91,3.7,118
 1973,04,27,231319.60, 32.75, 140.05,3.9,153
 1973,04,28,023337.70, 36.01, 140.22,4.4, 50
 1973,04,28,085510.80, 38.35, 141.74,4.0, 58
 1973,04,29,003738.30, 39.25, 142.41,4.3, 33
 1973,04,29,073359.60, 41.71, 142.69,3.8, 50
 1973,04,29,115119.20, 41.90, 142.49,3.5, 69
 1973,04,30,223747.90, 36.23, 141.42,4.8, 51
 1973,05,01,081559.80, 41.14, 142.42,3.8, 48
 1973,05,04,141520.90, 33.12, 141.01,4.0, 33
 1973,05,05,035226.40, 37.13, 141.32,5.4, 41
 1973,05,05,051223.30, 36.15, 140.06,4.8, 80
 1973,05,05,074058.10, 40.89, 140.31,5.1, 17
 1973,05,05,084635.50, 42.71, 142.36,3.8,106
 1973,05,06,143928.10, 43.52, 132.26,5.3,497
 1973,05,13,221853   , 33.07, 140.48,4.3, 57
 1973,05,15,031851   , 42.01, 142.13,4.9, 90
 1973,05,15,061410.70, 37.78, 141.85,4.8, 50
 1973,05,17,154419.50, 33.14, 140.67,5.5, 62
 1973,05,24,104204.10, 33.03, 131.43,3.6,127
 1973,05,24,154247.10, 33.53, 140.84,4.1, 33
 1973,05,24,171253.20, 34.33, 136.38,4.3,382
 1973,05,24,221847   , 41.35, 144.32,4.3, 33
 1973,05,25,020215.30, 33.60, 137.18,3.9,361
 1973,05,26,021535.40, 37.17, 141.40,5.0, 56
 1973,05,27,080901   , 38.86, 133.50,3.7,422
 1973,05,27,194742.30, 37.26, 135.11,4.2,374
 1973,05,28,054427.90, 36.66, 140.99,3.8, 52
 1973,05,30,033516.40, 36.30, 140.93,3.9, 44
 1973,06,04,002008.60, 40.12, 142.36,4.3, 58
 1973,06,04,024324.30, 33.26, 140.40,4.4, 62
 1973,06,05,225226.70, 38.38, 142.24,4.7, 44
 1973,06,06,075242.70, 33.28, 140.77,4.1, 68
 1973,06,08,102448.10, 36.15, 140.00,4.8, 80
 1973,06,09,083718.30, 35.80, 140.09,4.7, 77
 1973,06,11,231516.40, 37.26, 141.29,3.9, 50
 1973,06,12,152442.10, 41.61, 139.21,4.8,199
 1973,06,13,062647.30, 39.79, 143.31,4.6, 32
 1973,06,15,074008.50, 41.55, 142.46,4.6, 45
 1973,06,16,013651.90, 42.86, 144.64,4.9, 70
 1973,06,16,202721   , 35.94, 140.12,4.6, 76
 1973,06,18,015630.90, 41.07, 143.71,4.5, 34
 1973,06,19,223118.50, 36.45, 140.61,5.2, 65
 1973,06,21,140410.90, 31.94, 140.12,3.6, 85
 1973,06,23,045844.30, 33.47, 141.06,3.8, 33
 1973,06,23,061623.40, 36.74, 141.39,3.8, 50
 1973,06,24,094332.70, 33.30, 140.23,3.8, 33
 1973,06,24,115919.60, 40.18, 142.24,4.5, 55
 1973,06,24,151747.80, 33.17, 141.03,3.7, 33
 1973,06,25,185909.60, 43.72, 144.21,4.1, 33
 1973,06,26,070157.50, 36.65, 141.53,4.3, 45
 1973,06,26,074525.60, 34.79, 136.11,4.1,354
 1973,06,27,051435.20, 33.10, 140.72,4.2, 33
 1973,07,03,063523.10, 36.65, 142.58,4.0, 55
 1973,07,03,105707.50, 31.06, 130.20,5.0,139
 1973,07,04,130546   , 37.87, 141.98,4.0, 53
 1973,07,04,172624.90, 36.26, 139.75,4.2, 69
 1973,07,05,094129.80, 33.42, 140.86,4.4, 64
 1973,07,06,133753.70, 40.19, 142.54,5.1, 51
 1973,07,06,211128.90, 36.06, 139.95,4.2, 63
 1973,07,07,100353.60, 33.13, 140.85,3.7, 57
 1973,07,10,232531.20, 37.52, 142.49,5.2, 45
 1973,07,14,002458.30, 35.30, 141.29,4.4, 38
 1973,07,15,215125.90, 33.29, 140.83,3.9, 62
 1973,07,20,081253.50, 36.41, 140.95,5.8, 46
 1973,07,21,011852.70, 41.35, 142.79,4.6, 34
 1973,07,21,012659.80, 41.26, 142.84,4.3, 21
 1973,07,22,013733.50, 36.48, 140.62,3.8, 62
 1973,07,22,053055.80, 34.24, 136.87,3.7,357
 1973,07,24,131812.40, 36.53, 141.14,3.9, 40
 1973,07,24,201411.30, 34.69, 141.88,4.0, 59
 1973,07,25,070943.10, 33.42, 140.37,3.7, 85
 1973,07,25,075417.20, 35.78, 141.22,3.9, 22
 1973,07,26,103935.20, 36.40, 139.45,3.3, 14
 1973,07,26,112755.60, 36.53, 141.16,4.0, 38
 1973,07,26,144546.50, 32.02, 130.67,4.0, 89
 1973,07,27,145222.30, 36.22, 140.02,4.6, 81
 1973,07,28,034112.80, 40.88, 143.17,4.5, 38
 1973,07,28,142844.40, 40.95, 143.11,5.3, 37
 1973,07,28,221413.30, 33.48, 140.30,4.0, 89
 1973,07,30,014233.60, 33.41, 141.14,4.0, 38
 1973,07,30,141614.40, 31.90, 131.80,4.8, 41
 1973,07,30,175810.10, 33.10, 140.84,3.6, 54
 1973,07,31,165117.10, 36.50, 140.65,4.6, 61
 1973,08,01,175623.40, 37.15, 141.62,4.5, 48
 1973,08,02,225455.60, 43.62, 139.28,4.2,176
 1973,08,06,083121.10, 31.64, 141.60,4.2, 68
 1973,08,06,131337.80, 33.15, 140.57,4.6, 67
 1973,08,09,004718.50, 36.24, 141.19,4.3, 40
 1973,08,09,135701.10, 33.23, 141.13,3.9, 24
 1973,08,09,222213.50, 33.84, 141.69,4.6, 31
 1973,08,10,000805.80, 34.04, 141.44,5.0, 55
 1973,08,11,051155.80, 33.11, 140.73,4.2, 55
 1973,08,12,002421.30, 41.52, 142.47,4.5, 47
 1973,08,12,090949.50, 33.25, 141.04,3.8, 35
 1973,08,14,163023.20, 36.36, 137.12,4.9,274
 1973,08,18,010546   , 38.31, 133.88,3.8,424
 1973,08,18,020832   , 42.01, 142.48,5.2, 71
 1973,08,20,151519.70, 36.09, 139.86,4.1, 61
 1973,08,21,080849.70, 36.54, 140.54,3.5, 53
 1973,08,21,132429.60, 33.94, 141.56,3.9, 88
 1973,08,21,193802.20, 34.22, 136.44,4.2,381
 1973,08,22,015419.90, 36.82, 134.61,4.6,383
 1973,08,23,015626.20, 35.71, 139.90,3.6, 50
 1973,08,23,055121   , 34.48, 136.67,3.9,338
 1973,08,23,191641   , 36.51, 139.61,5.1,115
 1973,08,23,235032.40, 37.21, 142.13,5.7, 34
 1973,08,24,005317.50, 37.27, 142.16,3.7, 33
 1973,08,26,050957.80, 33.64, 140.96,3.3, 33
 1973,08,26,172639   , 32.15, 138.04,4.3,369
 1973,08,27,001720.40, 40.22, 142.43,4.1, 53
 1973,08,28,132819   , 36.57, 141.34,4.2, 25
 1973,08,30,065953.50, 34.42, 137.08,3.9,338
 1973,08,30,125003.20, 37.41, 137.78,3.5,247
 1973,08,30,211348.30, 32.48, 141.65,4.9, 39
 1973,09,01,071851   , 40.30, 144.02,4.1, 33
 1973,09,01,133832.70, 43.48, 143.36,4.2, 76
 1973,09,01,203724.80, 33.50, 130.57,4.8, 18
 1973,09,02,155205.50, 42.75, 143.15,4.5,140
 1973,09,03,130922.70, 33.13, 142.00,3.9, 33
 1973,09,04,081235.30, 33.07, 135.86,3.6,435
 1973,09,05,003053.50, 40.66, 139.55,5.6,191
 1973,09,05,082100.80, 39.39, 143.30,4.3, 45
 1973,09,05,130313.90, 39.49, 143.11,5.8, 41
 1973,09,05,140900.20, 39.47, 143.18,4.7, 33
 1973,09,05,154719.90, 39.32, 143.16,4.4, 52
 1973,09,05,160337.20, 39.47, 143.30,4.5, 18
 1973,09,05,182649.80, 39.48, 143.25,3.8, 33
 1973,09,05,185200.70, 39.49, 143.16,3.9, 31
 1973,09,05,192042.70, 39.46, 143.08,4.0, 33
 1973,09,05,201803.40, 39.54, 143.09,4.2, 33
 1973,09,06,030824.30, 39.49, 143.08,4.0, 33
 1973,09,07,005916.30, 39.48, 143.12,4.1, 28
 1973,09,07,163527.50, 34.44, 139.38,4.4, 19
 1973,09,07,184714.40, 39.90, 143.49,4.1, 33
 1973,09,08,042326.40, 34.48, 139.40,4.7,  9
 1973,09,08,192945.80, 33.53, 132.30,4.3, 66
 1973,09,09,045904.70, 39.93, 143.43,4.0, 25
 1973,09,09,051631.70, 39.89, 143.54,4.6, 23
 1973,09,09,182549.40, 39.54, 143.14,5.9, 23
 1973,09,09,184033.10, 39.42, 143.22,3.9, 34
 1973,09,09,184417.80, 39.38, 143.47,4.0, 37
 1973,09,09,192353.70, 39.49, 143.23,4.3, 29
 1973,09,09,200351.40, 39.30, 143.47,4.1, 33
 1973,09,09,200911.90, 39.39, 143.25,5.0, 28
 1973,09,10,044111.50, 33.68, 132.65,4.3, 55
 1973,09,10,070032.70, 39.34, 143.47,4.3, 18
 1973,09,10,074330.50, 42.45, 130.91,6.4,532
 1973,09,10,140742   , 32.57, 141.87,3.8, 33
 1973,09,10,165617.70, 39.45, 143.47,4.6, 30
 1973,09,10,184220.10, 33.10, 140.64,3.9, 38
 1973,09,11,185449   , 39.58, 143.15,4.4, 29
 1973,09,14,023845.90, 39.14, 141.31,3.8, 93
 1973,09,15,155910.80, 43.00, 143.87,4.6,132
 1973,09,19,110044.90, 33.20, 140.81,5.0, 60
 1973,09,21,022104.10, 35.10, 134.43,5.1, 23
 1973,09,21,050705.90, 33.31, 137.66,4.7,352
 1973,09,21,052335.80, 37.01, 137.06,3.4,273
 1973,09,21,234552.50, 37.05, 142.11,3.9, 40
 1973,09,23,185421   , 35.01, 135.61,4.1, 14
 1973,09,24,091429   , 40.12, 142.31,4.6, 61
 1973,09,24,174056.40, 33.42, 140.80,4.0, 63
 1973,09,25,153550   , 40.63, 141.63,4.3, 33
 1973,09,25,205638.30, 39.38, 143.47,4.1, 31
 1973,09,27,080922.60, 33.11, 140.64,4.4, 40
 1973,09,28,000849.20, 36.09, 141.03,4.1, 59
 1973,09,28,044037.70, 42.90, 144.72,3.8,103
 1973,09,29,004400.80, 41.89, 130.87,7.0,575
 1973,09,29,134555.70, 32.60, 141.32,4.5, 54
 1973,09,30,061752.80, 35.61, 140.45,5.9, 62
 1973,10,01,141623   , 35.72, 140.56,5.6, 56
 1973,10,01,144604.50, 35.71, 140.64,4.0, 61
 1973,10,02,095403.20, 33.13, 141.04,3.8, 33
 1973,10,03,124134.10, 37.75, 142.05,4.7, 50
 1973,10,03,155818.70, 33.12, 140.70,3.8, 33
 1973,10,05,194300.60, 35.69, 140.71,4.1, 59
 1973,10,10,112140.40, 36.36, 141.17,3.9, 48
 1973,10,11,183235.40, 34.88, 141.56,4.6, 52
 1973,10,13,162427.30, 41.88, 142.28,4.9, 71
 1973,10,15,040400.70, 40.11, 142.42,4.5, 54
 1973,10,17,155724.20, 33.31, 140.95,4.2, 42
 1973,10,20,180747.10, 41.65, 143.73,4.7, 38
 1973,10,21,194018.40, 35.58, 140.71,4.7, 60
 1973,10,22,024154.70, 35.62, 140.79,4.0, 53
 1973,10,22,030027.30, 32.36, 141.66,4.4, 40
 1973,10,23,233231   , 32.31, 141.77,3.6, 33
 1973,10,25,012528.50, 33.57, 141.28,4.3, 33
 1973,10,27,044403.30, 35.24, 133.26,4.4, 17
 1973,10,28,000646.40, 32.97, 140.88,   , 33
 1973,10,28,222212.90, 35.60, 140.74,4.9, 57
 1973,10,30,043309.90, 39.50, 143.26,4.1, 32
 1973,11,02,102036.30, 37.33, 142.12,4.0, 37
 1973,11,05,075851.80, 41.76, 133.24,4.0,440
 1973,11,05,180659.50, 33.05, 141.10,4.3, 44
 1973,11,05,234911.50, 33.12, 140.70,4.9, 67
 1973,11,06,105438.80, 42.82, 144.00,4.1, 96
 1973,11,10,050531.10, 41.51, 142.07,4.6, 66
 1973,11,10,083658.90, 31.75, 138.37,4.7,349
 1973,11,10,175037.60, 41.13, 141.82,4.3, 83
 1973,11,12,093851.30, 42.41, 142.67,4.6, 52
 1973,11,13,011211.50, 38.62, 142.15,5.5, 78
 1973,11,14,144720.50, 34.69, 139.33,3.9,  6
 1973,11,17,212431.10, 42.40, 141.40,4.4,124
 1973,11,19,130156.10, 38.91, 141.91,6.5, 56
 1973,11,19,211117.10, 38.89, 141.92,5.1, 60
 1973,11,20,084535.30, 41.98, 142.59,4.5, 77
 1973,11,21,044421.70, 32.68, 138.16,3.8,344
 1973,11,24,130509.20, 39.80, 144.67,3.8, 33
 1973,11,24,194734.60, 33.73, 137.30,4.2,367
 1973,11,25,042447.30, 33.82, 135.45,5.7, 51
 1973,11,25,091914.60, 33.82, 135.38,5.7, 56
 1973,11,26,082520.20, 33.86, 135.48,   , 55
 1973,11,26,153748.10, 41.58, 142.04,4.6, 73
 1973,11,28,052352   , 37.79, 138.30,4.8,216
 1973,11,29,120031   , 40.98, 138.20,4.6,274
 1973,11,30,003500.30, 41.19, 141.74,4.2, 78
 1973,11,30,070526.80, 41.57, 142.06,4.3, 74
 1973,11,30,170127.70, 34.69, 138.57,   ,223
 1973,12,01,060939.80, 42.03, 141.94,4.4, 65
 1973,12,02,005145.40, 37.67, 134.54,4.2,410
 1973,12,05,085347.30, 33.21, 141.07,4.3, 33
 1973,12,06,102956.90, 33.42, 140.92,4.5, 58
 1973,12,07,210721.90, 39.33, 141.95,4.8, 62
 1973,12,11,053909.10, 36.72, 140.60,4.0, 90
 1973,12,11,085239.30, 37.73, 141.46,4.4, 54
 1973,12,13,165824.30, 31.27, 141.24,4.2, 49
 1973,12,14,164929.10, 34.97, 137.21,   , 48
 1973,12,20,205315.80, 33.91, 140.01,4.8,126
 1973,12,22,011959.50, 35.11, 140.19,4.9, 70
 1973,12,24,153814.40, 37.35, 134.29,4.6,395
 1973,12,26,012813.10, 33.95, 141.52,4.4, 33
 1973,12,26,203006.40, 33.40, 140.83,5.6, 63
 1973,12,27,192626.50, 33.11, 140.94,4.0, 33
 1973,12,29,020508.20, 31.11, 141.69,4.5, 46
 1974,01,01,150125.20, 31.38, 141.77,4.7, 10
 1974,01,05,100035.20, 36.69, 140.96,4.0, 52
 1974,01,08,092356.40, 33.15, 140.76,3.8, 53
 1974,01,08,194516.30, 36.40, 141.99,4.3, 11
 1974,01,08,231234.80, 41.23, 141.97,4.8, 69
 1974,01,10,103148.50, 42.39, 130.97,4.6,539
 1974,01,10,124444.80, 36.34, 141.67,5.1, 47
 1974,01,10,161325.80, 31.79, 131.70,5.2, 37
 1974,01,10,220920.50, 33.36, 140.87,4.1, 52
 1974,01,13,142828.90, 33.59, 141.05,4.1, 33
 1974,01,20,154804.60, 33.05, 141.07,4.4, 33
 1974,01,23,072237.90, 33.58, 141.26,   , 36
 1974,01,24,191252.10, 42.13, 143.91,6.1, 45
 1974,01,24,233808.50, 41.93, 143.95,5.2, 41
 1974,01,25,100428.10, 41.80, 144.02,5.0, 41
 1974,01,26,102018.10, 41.80, 144.10,4.1, 54
 1974,01,27,065925.10, 35.62, 140.74,4.6, 53
 1974,01,27,201247.90, 33.69, 140.62,3.7, 33
 1974,01,28,200229.90, 38.24, 141.98,4.7, 57
 1974,01,31,070358.10, 31.84, 131.64,5.6, 37
 1974,02,02,050639.20, 34.83, 139.92,3.8, 95
 1974,02,02,230334.10, 40.48, 143.48,4.6, 42
 1974,02,03,020515.20, 41.65, 141.86,4.3, 79
 1974,02,04,032354.90, 43.67, 140.82,4.7,218
 1974,02,06,065157.70, 33.38, 140.78,4.3, 71
 1974,02,07,052829.90, 38.38, 142.22,4.4, 50
 1974,02,07,123338.30, 37.43, 141.02,4.7, 91
 1974,02,08,100723.90, 34.41, 136.22,4.1,378
 1974,02,08,202326.40, 36.16, 141.30,4.4, 50
 1974,02,09,002742.50, 39.74, 143.39,4.7, 43
 1974,02,10,085141.20, 35.10, 136.92,5.0, 55
 1974,02,11,053803.30, 42.45, 142.50,4.8,113
 1974,02,12,012828.20, 41.33, 140.21,3.8,176
 1974,02,13,212256.30, 41.46, 141.91,4.9, 72
 1974,02,18,210122.30, 39.71, 143.53,5.3, 33
 1974,02,21,141821.90, 38.63, 141.36,4.4, 42
 1974,02,22,003653.80, 33.15, 136.91,6.5,385
 1974,02,23,035312.80, 39.23, 144.38,4.3, 18
 1974,02,23,041456.70, 42.22, 143.05,5.3, 64
 1974,02,24,042456.20, 34.69, 137.86,4.4, 21
 1974,02,25,120652.60, 32.88, 138.26,4.0,328
 1974,02,26,052129.60, 32.00, 141.41,4.1,215
 1974,02,28,155827.80, 42.17, 143.10,4.7, 73
 1974,03,02,130605.10, 33.84, 136.75,4.1,382
 1974,03,03,045048.90, 35.59, 140.60,6.0, 46
 1974,03,06,204055.10, 40.28, 142.21,5.0, 59
 1974,03,11,204213.90, 41.36, 142.44,4.3, 49
 1974,03,14,210001.20, 44.42, 141.56,4.3,273
 1974,03,18,103745.70, 35.23, 137.08,4.7,301
 1974,03,19,120053.60, 35.29, 140.76,5.0, 58
 1974,03,20,220102.30, 32.08, 140.47,5.0, 77
 1974,03,21,054852.70, 36.94, 141.66,5.3, 43
 1974,03,24,000819   , 42.51, 143.64,4.5, 94
 1974,03,25,165220.60, 31.98, 138.94,4.6, 64
 1974,03,26,050916.30, 32.65, 130.37,4.3, 32
 1974,03,27,090533.20, 41.47, 142.63,5.0, 53
 1974,03,27,143814.50, 33.38, 140.89,4.6, 60
 1974,03,29,002021.40, 36.95, 141.85,4.3, 40
 1974,03,29,023531.20, 43.00, 144.84,4.5, 33
 1974,03,30,111956.90, 40.63, 143.52,4.3, 47
 1974,03,30,155603.80, 31.99, 132.65,4.4, 33
 1974,03,30,192556.50, 40.51, 143.57,4.7, 38
 1974,03,31,151021.10, 37.43, 141.63,4.4, 50
 1974,04,01,132909.20, 42.30, 144.73,4.4, 66
 1974,04,02,032427.40, 41.25, 141.64,5.4, 41
 1974,04,02,070940   , 42.08, 142.45,4.7, 73
 1974,04,03,015159.90, 35.05, 140.18,4.2, 35
 1974,04,03,042713.20, 42.54, 141.37,4.7,122
 1974,04,04,073702.60, 37.72, 140.77,5.3, 97
 1974,04,04,193306.10, 36.00, 140.18,4.5, 76
 1974,04,11,093452.80, 42.31, 143.14,4.3, 54
 1974,04,11,204500.40, 31.03, 141.93,4.1, 37
 1974,04,11,213752.90, 42.40, 144.43,5.3, 75
 1974,04,12,133426.20, 38.88, 142.24,   , 33
 1974,04,13,005141   , 42.75, 144.55,4.5, 62
 1974,04,14,120910.10, 32.05, 140.66,4.8, 65
 1974,04,14,232232.20, 41.07, 143.66,4.8, 42
 1974,04,17,014524.80, 33.37, 140.88,4.3, 61
 1974,04,18,191256.60, 33.18, 140.79,4.2, 64
 1974,04,19,013504.80, 37.64, 134.71,4.0,384
 1974,04,19,181850.60, 35.18, 139.50,4.7,126
 1974,04,20,160258.30, 42.36, 142.99,5.1, 66
 1974,04,22,190426.40, 40.93, 141.73,4.6, 71
 1974,04,22,204817.20, 35.54, 142.31,4.9, 58
 1974,04,23,115201.30, 37.07, 141.13,4.5, 64
 1974,04,29,133712.70, 34.37, 137.08,3.7,355
 1974,05,02,040455.30, 35.02, 141.26,4.8, 42
 1974,05,02,045105.40, 35.29, 141.40,4.4, 33
 1974,05,02,053419.50, 35.14, 141.38,4.6, 33
 1974,05,02,053531.80, 35.25, 141.30,4.9, 14
 1974,05,02,093001.80, 35.25, 141.49,4.3, 33
 1974,05,02,191122   , 35.21, 141.40,4.4, 33
 1974,05,02,213241.30, 35.09, 141.29,5.0, 33
 1974,05,03,223503.10, 34.91, 141.30,4.5, 33
 1974,05,03,224024.80, 35.02, 141.45,4.5, 14
 1974,05,04,105231.20, 35.21, 141.19,4.3, 60
 1974,05,05,101532.50, 35.03, 141.18,4.3, 38
