Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth
 1982,03,08,074817.13, 31.47, 131.75,5.1, 33
 1982,03,08,075154.55, 31.51, 131.61,4.8, 33
 1982,03,08,141910.23, 31.61, 131.55,5.1, 58
 1982,03,11,035554.85, 33.62, 140.88,5.0, 50
 1982,03,13,123302.27, 32.68, 141.71,4.8, 37
 1982,03,13,234343.21, 40.21, 144.75,5.2, 36
 1982,03,18,155105.81, 35.57, 140.06,4.8, 73
 1982,03,19,084248.09, 36.24, 140.51,4.6, 93
 1982,03,20,223513.27, 42.07, 142.55,5.1, 37
 1982,03,21,023207.74, 42.16, 142.36,6.7, 44
 1982,03,21,024757.25, 42.21, 142.20,4.8, 46
 1982,03,21,031154.91, 42.26, 142.55,4.8, 54
 1982,03,21,031235.73, 42.51, 142.38,5.0, 33
 1982,03,21,031429.91, 42.17, 142.27,5.1, 33
 1982,03,21,055921.01, 42.42, 142.09,4.7, 33
 1982,03,21,062020.96, 42.08, 142.57,4.9, 42
 1982,03,21,071814.63, 42.21, 142.62,4.8, 44
 1982,03,21,102233.10, 42.23, 142.52,5.8, 18
 1982,03,21,115130.86, 42.24, 142.74,4.7, 33
 1982,03,21,142600.31, 42.07, 142.38,4.7, 60
 1982,03,21,185950.81, 42.18, 142.33,4.8, 62
 1982,03,21,234821.88, 42.03, 142.52,4.5, 56
 1982,03,22,082728.08, 40.17, 139.56,4.5,201
 1982,03,22,130128.89, 42.36, 142.46,4.9, 37
 1982,03,22,165843.11, 36.78, 141.35,4.6, 33
 1982,03,22,171844.84, 42.20, 142.56,4.8, 37
 1982,03,22,230325.55, 42.14, 142.08,4.4, 84
 1982,03,23,174326.38, 42.15, 142.76,4.8, 31
 1982,03,23,232908.40, 42.03, 142.59,4.8, 33
 1982,03,24,060616.49, 42.34, 142.17,4.5, 33
 1982,03,24,120059.75, 42.17, 142.46,5.1, 32
 1982,03,24,164605.37, 41.99, 144.28,4.6, 33
 1982,03,24,185530.91, 42.22, 142.47,5.4, 33
 1982,03,24,223516.19, 42.16, 142.59,4.9, 33
 1982,03,25,012815.89, 42.43, 142.65,4.7, 33
 1982,03,26,015502.03, 41.99, 142.47,5.3, 25
 1982,03,26,022904.91, 41.99, 142.54,5.2, 28
 1982,03,26,184311.27, 41.98, 142.48,5.2, 33
 1982,03,27,001925.62, 34.71, 140.82,6.1, 26
 1982,03,27,004026.94, 34.38, 140.72,4.8, 33
 1982,03,27,005324.65, 34.73, 141.03,4.2, 33
 1982,03,27,020853.66, 34.75, 140.86,5.0, 49
 1982,03,27,133512.33, 34.66, 141.15,   , 33
 1982,03,28,021522.04, 42.10, 142.39,4.8, 33
 1982,03,28,022847.07, 42.17, 142.38,5.2, 32
 1982,03,29,120526.77, 37.12, 141.49,4.8, 51
 1982,03,30,071531.37, 42.18, 142.27,5.3, 28
 1982,03,30,195839.80, 42.03, 142.44,4.7, 44
 1982,04,01,125519.16, 33.58, 141.14,4.8, 44
 1982,04,03,214338.87, 42.03, 142.68,4.6, 70
 1982,04,05,043329.31, 33.69, 132.37,4.6, 64
 1982,04,06,051729.96, 42.07, 142.35,4.5, 33
 1982,04,07,023138.33, 34.72, 140.70,4.8, 57
 1982,04,07,032420.91, 31.40, 138.40,4.7,333
 1982,04,09,234143.25, 41.38, 142.14,4.9, 72
 1982,04,10,131711.38, 42.00, 142.56,4.5, 46
 1982,04,12,064906.50, 41.78, 141.78,5.2, 72
 1982,04,12,093343.95, 42.23, 142.59,4.3, 33
 1982,04,12,173626.71, 35.71, 140.02,4.0, 72
 1982,04,12,182256.74, 35.69, 141.88,4.5, 33
 1982,04,12,214951.79, 42.06, 142.64,5.0, 33
 1982,04,12,215517.79, 42.19, 142.68,4.6, 33
 1982,04,13,083715.46, 31.75, 131.73,4.6, 33
 1982,04,14,225435.30, 35.50, 139.61,4.0, 75
 1982,04,15,183647.15, 42.26, 142.43,4.5, 51
 1982,04,16,073144.52, 35.99, 136.81,4.0,278
 1982,04,16,104544.47, 35.70, 140.21,4.4, 60
 1982,04,16,234314.26, 41.80, 140.55,4.6,165
 1982,04,17,224014.89, 34.88, 141.61,5.2, 43
 1982,04,18,000912.47, 35.82, 140.73,4.9, 65
 1982,04,18,113640.72, 34.67, 137.04,   ,424
 1982,04,18,132727.35, 37.10, 141.94,4.4, 33
 1982,04,19,022535.27, 36.08, 139.79,4.8, 64
 1982,04,20,070332.86, 36.42, 141.84,4.2, 33
 1982,04,20,165346.39, 36.46, 141.63,4.2, 33
 1982,04,21,222120.29, 42.69, 143.22,4.8, 98
 1982,04,22,034529.64, 35.95, 141.06,   , 33
 1982,04,22,092204.06, 43.97, 141.99,4.5,227
 1982,04,22,104215.34, 42.49, 142.82,4.8, 33
 1982,04,23,155800.73, 42.28, 142.36,4.6, 54
 1982,04,24,072607.58, 36.28, 140.93,4.5, 86
 1982,04,25,042607.16, 42.60, 142.32,4.7, 59
 1982,04,27,033227   , 34.98, 139.99,4.5, 99
 1982,05,04,202849.47, 33.83, 137.12,4.0,362
 1982,05,05,015833.57, 41.73, 140.49,4.7, 56
 1982,05,07,171441.41, 32.31, 141.33,4.8, 33
 1982,05,08,144331.08, 42.40, 141.23,5.1,112
 1982,05,08,224741.02, 35.33, 140.85,4.8, 57
 1982,05,10,040549.45, 39.85, 138.60,4.7, 53
 1982,05,10,191901.47, 33.49, 135.57,5.0, 22
 1982,05,11,142451.63, 42.35, 142.37,4.4, 33
 1982,05,12,033710.58, 32.65, 139.83,4.5,140
 1982,05,12,215239.49, 35.67, 139.67,   , 81
 1982,05,14,140035.37, 35.66, 140.10,   , 33
 1982,05,14,214427.61, 31.89, 138.30,3.7,357
 1982,05,15,101509.79, 31.24, 131.48,4.4, 61
 1982,05,16,044616.76, 32.41, 139.07,4.2,221
 1982,05,16,064612.16, 34.86, 139.50,4.1, 33
 1982,05,21,081549.30, 37.10, 141.39,4.6, 67
 1982,05,22,013536.94, 42.08, 142.62,5.2, 50
 1982,05,22,060011.30, 42.20, 142.64,4.7, 33
 1982,05,22,075701.96, 33.99, 141.35,4.7, 53
 1982,05,22,091903.36, 33.92, 141.56,4.6, 33
 1982,05,22,133108.53, 35.22, 141.22,5.0, 25
 1982,05,23,003845.76, 42.86, 142.21,4.8, 33
 1982,05,23,105155.49, 36.86, 140.13,4.4,109
 1982,05,24,131033.11, 42.30, 142.60,4.5, 33
 1982,05,26,031312.63, 32.98, 142.29,5.3, 27
 1982,05,26,195505.29, 41.47, 141.96,4.9, 52
 1982,05,27,090948.35, 37.39, 142.29,4.9, 33
 1982,05,27,113429.22, 37.43, 142.37,4.7, 33
 1982,05,29,122108.39, 42.81, 143.16,5.8, 75
 1982,05,31,201308.70, 38.69, 142.09,5.9, 51
 1982,06,02,042535.53, 41.33, 141.91,4.5,105
 1982,06,07,132903.75, 38.45, 142.10,4.5, 86
 1982,06,07,210117.79, 36.60, 140.43,   , 33
 1982,06,08,160430.64, 39.84, 142.00,4.7,104
 1982,06,15,084753.31, 33.51, 141.15,4.4,  9
 1982,06,15,205154.14, 36.43, 140.23,4.1, 92
 1982,06,16,022448.49, 31.97, 137.69,3.9,369
 1982,06,16,063149.83, 38.32, 133.57,4.8,441
 1982,06,17,190315.24, 38.46, 143.03,5.0, 24
 1982,06,19,103158.32, 35.81, 140.33,4.1, 68
 1982,06,21,002347.91, 34.60, 136.91,4.5, 33
 1982,06,21,130803.08, 42.92, 138.35,4.2,230
 1982,06,21,155701.64, 33.85, 135.40,5.0, 53
 1982,06,28,194006.18, 35.65, 140.02,   , 33
 1982,06,29,021647.47, 42.95, 143.42,5.1, 51
 1982,06,29,062020.99, 36.06, 141.35,4.4, 33
 1982,06,30,182909.28, 35.80, 140.19,4.0, 76
 1982,07,01,135117.92, 31.55, 141.35,4.9, 37
 1982,07,06,132516.55, 35.83, 139.96,4.3,125
 1982,07,07,183308.73, 41.99, 142.51,4.8, 64
 1982,07,13,084555.71, 32.94, 137.65,4.9,340
 1982,07,13,151530.64, 39.30, 143.60,4.3, 36
 1982,07,14,210532.87, 42.37, 143.05,4.7, 33
 1982,07,15,163816.61, 35.96, 140.10,   , 54
 1982,07,17,144604.07, 34.04, 136.60,4.6,368
 1982,07,18,224744.56, 33.09, 141.29,4.7, 33
 1982,07,19,045536.58, 35.55, 139.98,4.7, 75
 1982,07,21,031910.14, 31.85, 131.91,4.4, 33
 1982,07,21,212349.19, 37.28, 141.23,4.5, 75
 1982,07,21,232933.45, 36.10, 139.79,4.3, 67
 1982,07,22,002313.57, 41.45, 142.49,4.6, 62
 1982,07,22,062242.66, 36.17, 141.68,4.8, 55
 1982,07,22,105756.21, 36.16, 141.59,5.0, 54
 1982,07,22,160100.33, 36.09, 141.61,4.6, 62
 1982,07,22,160519.17, 36.58, 141.81,4.0, 33
 1982,07,22,172256.30, 36.34, 142.16,4.4, 33
 1982,07,22,173232.65, 36.17, 141.81,5.3, 32
 1982,07,22,175434.30, 36.17, 141.32,3.9, 33
 1982,07,22,181718.04, 36.17, 141.78,4.9, 33
 1982,07,22,202411.83, 36.22, 141.61,4.7, 54
 1982,07,23,013210.82, 36.20, 140.23,   , 33
 1982,07,23,112501.37, 36.12, 141.76,5.1, 32
 1982,07,23,131244.27, 36.57, 141.64,4.3, 33
 1982,07,23,131823.62, 36.57, 141.43,4.7, 33
 1982,07,23,140621.70, 42.15, 142.45,4.4, 74
 1982,07,23,142353.57, 36.19, 141.70,6.8, 36
 1982,07,23,145045.45, 36.29, 141.75,4.9, 33
 1982,07,23,145502.14, 36.57, 141.71,4.7, 33
 1982,07,23,150507.89, 36.16, 141.73,5.1, 49
 1982,07,23,152932.81, 36.50, 141.27,4.3, 33
 1982,07,23,153810.46, 36.33, 141.16,5.0, 58
 1982,07,23,160808.27, 36.31, 141.31,   , 33
 1982,07,23,165203.11, 36.18, 141.70,   , 33
 1982,07,23,165502.43, 36.16, 140.33,   , 33
 1982,07,23,165719.28, 36.31, 141.82,4.3, 33
 1982,07,23,175402.48, 36.07, 141.73,6.2, 31
 1982,07,23,180308.78, 36.01, 141.93,5.0, 33
 1982,07,23,181013.72, 36.20, 141.93,   , 33
 1982,07,23,182255.66, 36.19, 140.54,   , 33
 1982,07,23,183656.88, 36.14, 141.27,   , 33
 1982,07,23,185842.36, 36.28, 141.19,   , 33
 1982,07,23,195734.67, 36.32, 141.09,   , 33
 1982,07,23,200825.61, 36.34, 141.36,3.8, 33
 1982,07,23,204335.15, 36.11, 140.77,   , 33
 1982,07,23,212506.72, 36.20, 141.31,   , 33
 1982,07,24,000210.06, 36.15, 141.31,   , 33
 1982,07,24,033943.45, 36.26, 140.58,   , 33
 1982,07,24,050921.64, 37.21, 141.55,4.9, 39
 1982,07,24,081051.09, 36.18, 141.55,   , 33
 1982,07,24,094935.13, 36.04, 141.73,4.8, 49
 1982,07,24,132726.28, 36.05, 141.83,4.5, 33
 1982,07,24,155139.58, 36.29, 141.26,   , 33
 1982,07,24,213023.17, 36.52, 141.32,4.7, 33
 1982,07,24,225349.98, 36.48, 141.47,4.4, 33
 1982,07,25,044820.27, 36.16, 141.71,4.9, 48
 1982,07,25,080128.68, 36.31, 141.64,5.5, 45
 1982,07,25,091041.32, 36.21, 142.03,5.0, 36
 1982,07,25,091414.18, 36.45, 141.83,4.9, 33
 1982,07,25,092755.31, 36.26, 141.46,   , 33
 1982,07,25,132214.48, 36.30, 141.90,4.0, 33
 1982,07,25,151606.39, 36.16, 141.22,4.0, 33
 1982,07,25,224118.72, 36.14, 140.87,   , 33
 1982,07,27,113013.25, 36.49, 141.91,4.5, 33
 1982,07,28,015106.80, 36.22, 139.72,   , 33
 1982,07,28,224744.19, 35.92, 141.55,5.0, 55
 1982,07,31,130038.39, 36.44, 141.56,4.1, 33
 1982,08,01,044516.28, 35.22, 139.88,4.5, 84
 1982,08,02,072411.16, 36.11, 141.42,4.3, 33
 1982,08,02,073708.46, 36.38, 141.21,4.2, 33
 1982,08,02,162655.47, 36.17, 141.30,4.8, 33
 1982,08,02,190851.99, 36.15, 141.46,4.4, 33
 1982,08,04,161351.63, 35.56, 140.27,   , 67
 1982,08,05,002349.63, 35.51, 140.70,5.0, 56
 1982,08,08,103156.10, 35.26, 140.68,5.1, 33
 1982,08,09,004607.07, 35.65, 141.86,5.5, 33
 1982,08,09,023144.45, 35.43, 142.05,5.4, 33
 1982,08,09,073526.97, 35.58, 141.85,4.7, 58
 1982,08,10,045612.69, 39.33, 143.26,4.7, 33
 1982,08,11,060755.45, 39.36, 143.24,4.8, 33
 1982,08,11,090536.08, 39.35, 143.26,5.1, 35
 1982,08,11,174746.66, 38.72, 142.74,4.0, 33
 1982,08,11,190537.02, 37.04, 142.51,3.6, 33
 1982,08,12,003253.90, 35.97, 141.37,   , 33
 1982,08,12,043300.18, 34.90, 139.48,5.4, 34
 1982,08,12,094417.86, 39.33, 143.45,4.3, 33
 1982,08,12,113615.76, 39.40, 143.29,5.1, 33
 1982,08,12,114650.86, 39.41, 143.28,5.3, 33
 1982,08,12,123516.38, 39.39, 143.28,4.5, 33
 1982,08,13,211500.21, 36.45, 140.93,5.4, 59
 1982,08,13,233919.38, 39.35, 143.30,4.9, 29
 1982,08,14,002552.07, 39.33, 143.39,4.7, 30
 1982,08,14,005024.79, 39.28, 143.43,4.9, 29
 1982,08,14,202309.56, 41.69, 141.49,4.7, 98
 1982,08,15,165815.86, 36.50, 141.03,5.4, 50
 1982,08,16,011320.66, 36.49, 142.73,4.5, 27
 1982,08,18,202828.13, 39.25, 143.53,5.2, 30
 1982,08,18,205045.30, 39.54, 143.36,4.8, 41
 1982,08,19,033649.26, 42.07, 139.39,4.6,187
 1982,08,19,081222.36, 43.28, 142.25,4.7,173
 1982,08,19,110224.02, 42.19, 142.73,4.5, 64
 1982,08,19,192516.38, 39.52, 143.34,4.7, 48
 1982,08,20,052146.97, 34.94, 140.41,4.8, 78
 1982,08,20,093720.95, 39.54, 143.36,4.6, 50
 1982,08,20,113803.15, 39.51, 143.38,4.9, 41
 1982,08,20,193654.51, 36.46, 141.15,3.9, 51
 1982,08,22,073636.30, 41.51, 144.50,4.6, 18
 1982,08,23,055008.44, 37.77, 141.35,5.1, 90
 1982,08,23,164019.49, 36.35, 141.48,5.8, 36
 1982,08,23,224605.58, 32.10, 140.71,5.5, 68
 1982,08,24,001651.12, 36.21, 140.72,   , 33
 1982,08,28,121229.78, 37.08, 141.06,4.8, 63
 1982,08,30,115022.75, 37.12, 142.32,4.2, 33
 1982,08,31,124135.92, 31.03, 140.55,4.8,109
 1982,08,31,171933.94, 36.39, 141.14,4.2, 50
 1982,09,01,134402.94, 31.95, 131.87,4.5, 49
 1982,09,01,211148.69, 36.19, 140.92,4.2, 41
 1982,09,04,203018.03, 36.39, 141.16,4.2, 53
 1982,09,06,090737.27, 35.62, 140.68,4.6, 58
 1982,09,07,014326.24, 36.55, 139.85,   , 91
 1982,09,07,021834.42, 38.22, 134.26,4.8,417
 1982,09,07,155123.94, 41.83, 142.71,4.6, 57
 1982,09,09,040919.29, 34.88, 139.12,   , 23
 1982,09,09,142536.29, 38.57, 141.91,   , 67
 1982,09,09,221318.52, 41.59, 143.17,4.4, 33
 1982,09,12,034243.39, 41.99, 142.61,4.8, 70
 1982,09,13,165136.25, 36.27, 139.82,   , 63
 1982,09,13,180335.85, 37.54, 141.34,5.1, 58
 1982,09,14,113722.40, 43.48, 140.15,5.1,206
 1982,09,14,183223.84, 32.27, 141.40,4.7, 33
 1982,09,15,105620.78, 36.62, 140.18,4.4,123
 1982,09,18,054658.27, 31.21, 140.58,4.6, 66
 1982,09,18,181937.91, 36.20, 141.38,4.8, 47
 1982,09,21,070129.95, 36.56, 140.73,   , 33
 1982,09,21,220108.43, 35.98, 141.74,4.5, 33
 1982,09,22,081727.28, 33.69, 141.27,4.6, 28
 1982,09,22,103909.39, 41.98, 143.11,4.8, 10
 1982,09,24,000557.80, 35.94, 139.52,4.1, 60
 1982,09,24,182720.46, 35.06, 138.95,   , 33
 1982,09,24,235708.83, 37.28, 142.23,4.2, 33
 1982,09,25,220616.06, 37.38, 135.03,4.2,373
 1982,09,28,162201.84, 34.50, 140.02,4.0, 33
 1982,09,29,093929.78, 36.51, 135.80,4.6, 25
 1982,09,29,161040.49, 35.52, 140.18,4.9, 81
 1982,09,30,155144.34, 36.27, 141.85,4.2, 33
 1982,10,01,165350.84, 37.72, 139.62,5.1,144
 1982,10,03,232927.96, 42.04, 140.82,4.7,123
 1982,10,05,194627.34, 33.12, 136.92,4.7,391
 1982,10,07,110217.35, 32.35, 137.51,5.1,385
 1982,10,07,215703.64, 32.19, 142.33,4.8, 33
 1982,10,09,005315.06, 40.07, 143.71,4.8, 33
 1982,10,09,024342.54, 34.60, 136.02,   , 64
 1982,10,10,172303.92, 40.18, 143.75,5.4, 28
 1982,10,13,111912.48, 31.98, 138.25,3.9,352
 1982,10,13,205746.57, 36.12, 139.83,   , 33
 1982,10,14,055630.33, 31.36, 130.59,4.0,168
 1982,10,14,215944.97, 38.25, 133.67,4.1,431
 1982,10,16,030255.90, 34.53, 139.60,4.9,121
 1982,10,20,053606.22, 40.98, 143.05,5.1, 40
 1982,10,20,112304.04, 36.60, 141.20,4.7, 52
 1982,10,20,192310.01, 33.61, 140.95,4.9, 56
 1982,10,20,233340.92, 36.05, 139.93,   , 33
 1982,10,21,111423.59, 36.41, 141.36,4.5, 51
 1982,10,21,140402.55, 40.15, 143.95,4.9, 33
 1982,10,22,113245.14, 40.22, 139.31,4.9, 19
 1982,10,24,155000.38, 35.88, 140.56,4.7, 46
 1982,10,25,005348.06, 42.04, 142.65,4.4, 60
 1982,10,25,085651.42, 33.54, 131.52,4.7,133
 1982,10,28,032839.12, 37.16, 134.93,4.8,365
 1982,11,01,084755.18, 31.39, 141.76,4.4, 33
 1982,11,03,024659.07, 35.62, 141.39,4.3, 43
 1982,11,04,155413.08, 38.57, 143.40,5.4, 33
 1982,11,05,025004.64, 40.01, 140.51,4.4, 20
 1982,11,05,051254.65, 36.38, 140.30,   , 33
 1982,11,05,134630.52, 33.24, 140.71,4.7, 71
 1982,11,09,233716.20, 36.58, 140.62,5.0,110
 1982,11,10,132316.73, 33.88, 137.13,4.5,347
 1982,11,16,051225.63, 39.23, 144.50,4.7, 33
 1982,11,17,013003.02, 37.52, 141.37,4.5, 66
 1982,11,17,091136.58, 35.63, 140.84,4.6, 61
 1982,11,18,211930.99, 37.75, 141.64,   , 33
 1982,11,21,203709.83, 41.93, 142.53,4.9, 73
 1982,11,24,145015.79, 36.45, 140.68,   , 33
 1982,11,27,002115.42, 36.29, 140.95,3.9, 44
 1982,11,27,203027   , 39.00, 141.02,4.8, 29
 1982,12,01,083944.64, 31.78, 131.86,5.1, 36
 1982,12,02,152451.25, 36.22, 142.59,4.8, 43
 1982,12,06,140326.34, 36.26, 141.62,4.9, 15
 1982,12,07,033353.81, 36.60, 142.45,4.6, 33
 1982,12,07,115806.49, 36.02, 140.18,   ,122
 1982,12,07,214548.29, 36.12, 139.82,   , 27
 1982,12,08,233931.33, 35.96, 140.92,   , 33
 1982,12,09,014113.30, 36.03, 141.83,   , 33
 1982,12,10,003247.07, 33.94, 132.64,4.9, 56
 1982,12,15,235552.67, 36.10, 139.90,   , 55
 1982,12,20,082352.50, 35.12, 136.78,   , 10
 1982,12,21,011815.71, 42.24, 142.44,4.7, 50
 1982,12,21,021328.24, 36.79, 140.77,   ,114
 1982,12,21,114708.13, 43.60, 144.05,4.6, 33
 1982,12,21,213058.95, 33.47, 140.86,   , 73
 1982,12,22,040236.66, 33.48, 141.52,4.8, 34
 1982,12,26,161956.38, 38.28, 141.79,5.1, 63
 1982,12,27,070729.59, 34.38, 139.33,5.1, 24
 1982,12,27,074351.05, 33.77, 139.73,   , 42
 1982,12,27,112733.13, 33.78, 139.48,   , 25
 1982,12,27,113318.13, 33.76, 139.41,5.2, 21
 1982,12,27,134820.86, 33.69, 139.31,4.1, 33
 1982,12,27,140735.65, 33.80, 139.54,4.8, 33
 1982,12,27,155251.94, 33.80, 139.37,   , 33
 1982,12,27,161950.59, 33.79, 139.57,   , 33
 1982,12,27,192749.46, 33.79, 139.31,   , 40
 1982,12,27,230210.08, 33.74, 139.47,4.6, 33
 1982,12,28,012347.24, 33.69, 139.43,5.1, 20
 1982,12,28,015231.32, 33.79, 139.41,5.5, 20
 1982,12,28,021213.98, 33.69, 139.43,5.1, 14
 1982,12,28,024940.04, 33.75, 139.42,4.8, 13
 1982,12,28,030120.28, 33.82, 139.80,4.5,  8
 1982,12,28,063742.50, 33.83, 139.43,6.2, 22
 1982,12,28,081855.34, 33.80, 139.31,3.9, 40
 1982,12,28,162935.98, 33.69, 139.25,5.4, 22
 1982,12,28,180036.59, 33.75, 139.57,4.8, 33
 1982,12,28,232757.08, 34.95, 139.36,   , 33
 1982,12,29,043302.68, 35.89, 141.53,4.6, 41
 1982,12,29,070231.46, 33.76, 139.34,5.5, 19
 1982,12,29,084742.40, 33.71, 139.37,4.9, 33
 1982,12,29,103102.31, 36.22, 139.98,   , 50
 1982,12,29,121746.18, 33.73, 139.33,5.3, 25
 1982,12,29,151452.16, 33.86, 139.71,5.4, 20
 1982,12,29,211344.84, 33.67, 139.26,4.0, 25
 1982,12,29,212400.27, 33.77, 139.44,4.8, 15
 1982,12,30,190641.06, 33.74, 139.39,   , 33
 1982,12,30,201811.78, 33.79, 139.82,4.7, 33
 1982,12,31,125942.65, 36.31, 141.57,4.6, 56
 1982,12,31,232423.19, 36.69, 141.38,4.3, 51
 1983,01,02,120940.23, 33.81, 139.50,4.4, 18
 1983,01,02,130840.83, 35.57, 141.45,4.7, 33
 1983,01,03,185332.12, 41.04, 141.78,4.8, 76
 1983,01,04,070312.98, 42.23, 142.74,5.2, 59
 1983,01,04,102849.45, 36.61, 140.62,4.7,103
 1983,01,05,071834.58, 42.21, 142.77,5.2, 27
 1983,01,06,094443.29, 33.73, 139.49,   , 76
 1983,01,07,181858.74, 36.04, 139.83,5.1, 66
 1983,01,09,113925.46, 42.32, 142.57,4.8, 17
 1983,01,09,124407.34, 43.83, 142.76,4.8,205
 1983,01,09,183646.86, 35.46, 140.21,5.0, 80
 1983,01,11,224940.65, 39.67, 141.64,4.7,118
 1983,01,12,163317.75, 33.86, 139.66,   , 33
 1983,01,13,054439.60, 31.90, 131.34,4.7, 71
 1983,01,13,183616.82, 33.71, 139.70,   , 33
 1983,01,14,165917.98, 33.69, 139.49,4.2, 34
 1983,01,14,171449.29, 33.86, 139.47,   ,  7
 1983,01,15,003934.26, 33.27, 136.04,5.5,434
 1983,01,16,065308.93, 34.88, 139.18,   , 25
 1983,01,16,072113.96, 34.81, 139.24,4.3, 23
 1983,01,16,080353.33, 34.90, 139.19,   , 10
 1983,01,16,081248.52, 34.76, 139.05,4.2, 33
 1983,01,16,085307.41, 34.88, 139.19,   , 30
 1983,01,16,124518.63, 35.73, 140.09,4.7, 78
 1983,01,16,201959.28, 34.98, 139.27,   ,  6
 1983,01,17,011820.72, 34.89, 139.16,   , 30
 1983,01,17,090039.92, 31.36, 139.80,4.6,150
 1983,01,17,140857.14, 34.83, 139.11,   , 30
 1983,01,17,142120.45, 34.80, 139.20,   , 33
 1983,01,17,142438.43, 34.38, 138.71,   , 33
 1983,01,17,142552.85, 34.87, 139.17,   , 23
 1983,01,17,143027.47, 34.92, 139.22,   , 13
 1983,01,17,184816.87, 34.78, 139.15,   , 33
 1983,01,17,231921.64, 33.65, 139.37,4.8, 32
 1983,01,18,014424.44, 34.78, 139.07,   , 33
 1983,01,18,021414.90, 34.92, 139.19,   , 33
 1983,01,18,101758.12, 37.66, 142.39,4.6, 33
 1983,01,19,154255.81, 34.87, 139.24,4.1, 24
 1983,01,19,154930.25, 34.79, 139.17,   , 33
 1983,01,20,021232.54, 36.41, 141.11,4.8, 49
 1983,01,21,102553.54, 42.42, 142.99,5.3, 76
 1983,01,22,161656.48, 33.13, 140.87,4.4, 57
 1983,01,24,100015.37, 40.12, 142.35,4.3, 33
 1983,01,24,214601.89, 34.60, 139.03,4.2, 22
 1983,01,24,222930.66, 34.53, 138.91,   , 33
 1983,01,25,002830.68, 33.68, 140.91,4.5, 69
 1983,01,25,014308.93, 34.72, 139.02,   , 33
 1983,01,26,145146.17, 33.73, 134.31,   , 33
 1983,01,27,090732.09, 35.73, 139.59,4.8, 63
 1983,01,27,094243.62, 35.74, 139.59,4.9, 61
 1983,01,28,014740.02, 34.79, 131.18,   , 33
 1983,01,28,020926.01, 36.33, 140.92,   , 33
 1983,01,28,135948.46, 36.17, 141.68,4.7, 54
 1983,01,29,024410.36, 36.71, 141.38,5.0, 54
 1983,01,30,224541.56, 33.41, 140.81,5.7, 63
 1983,02,01,144728.31, 37.10, 135.19,4.2,375
 1983,02,01,170621.42, 33.85, 139.51,   , 33
 1983,02,05,194623.84, 41.26, 142.80,4.8, 57
 1983,02,06,055623.16, 35.68, 136.30,   , 33
 1983,02,07,212607.96, 33.65, 136.01,4.8,407
 1983,02,10,200358.90, 36.01, 140.20,   , 63
 1983,02,17,174915.77, 36.76, 140.43,4.4,121
 1983,02,17,210903.58, 32.35, 139.01,4.2,218
 1983,02,17,232316.01, 43.09, 144.59,4.4, 59
 1983,02,19,050457.60, 42.44, 142.96,4.6,121
 1983,02,20,220030.56, 35.77, 140.24,3.5, 78
 1983,02,22,024851.76, 35.73, 140.02,5.1, 79
 1983,02,22,164214.71, 35.75, 140.16,   , 71
 1983,02,23,124546.21, 36.36, 141.13,   , 33
 1983,02,24,124527.05, 35.61, 140.22,   , 79
 1983,02,26,030125.98, 31.91, 131.73,5.1, 48
 1983,02,26,064851.05, 36.19, 139.91,3.8,145
 1983,02,27,101107.64, 36.22, 141.69,4.8, 52
 1983,02,27,121420.77, 35.87, 139.92,5.9, 78
 1983,02,28,033519.56, 35.19, 140.46,4.5, 58
 1983,03,01,090217.41, 31.09, 141.62,5.4, 33
 1983,03,02,081122.67, 37.32, 141.87,4.8, 34
 1983,03,02,163215.05, 36.99, 141.32,4.5, 64
 1983,03,03,164257.05, 41.66, 143.57,4.9, 57
 1983,03,03,174301.21, 39.43, 143.26,4.9, 38
 1983,03,04,141135.59, 39.50, 143.23,5.7, 33
 1983,03,04,193729.63, 39.37, 143.29,4.6, 53
 1983,03,05,213220.87, 35.64, 136.03,4.8, 45
 1983,03,07,235102.55, 35.99, 140.01,   , 80
 1983,03,10,100405.14, 36.76, 141.27,4.7, 52
 1983,03,13,045259.75, 35.79, 140.29,4.2, 66
 1983,03,13,090851.42, 42.22, 142.56,4.8, 37
 1983,03,13,202009.23, 41.57, 141.98,5.0, 66
 1983,03,15,172726.36, 34.78, 137.57,5.3, 43
 1983,03,17,195928.83, 41.82, 140.65,5.4,134
 1983,03,18,001836.58, 44.06, 139.20,5.0, 24
 1983,03,23,070850.63, 31.14, 141.77,   , 33
 1983,03,23,215434.97, 37.35, 138.03,4.5, 38
 1983,03,26,184244.94, 42.00, 142.15,4.5, 74
 1983,03,27,033313.54, 38.19, 138.45,4.4, 33
 1983,03,30,063018.34, 33.75, 139.38,   , 33
 1983,03,31,132445.27, 34.23, 135.91,4.8,378
 1983,04,02,084705.01, 32.53, 142.48,4.6, 33
 1983,04,07,181439.37, 32.13, 137.89,4.5,367
 1983,04,07,184325.83, 34.69, 138.42,   , 33
 1983,04,07,225609.72, 35.44, 139.68,   , 99
 1983,04,09,220037.59, 41.90, 142.31,4.6, 73
 1983,04,13,141018.49, 34.31, 137.58,3.8,306
 1983,04,14,032012.40, 40.10, 142.35,4.4, 61
 1983,04,16,172832.46, 41.51, 141.94,5.0, 71
 1983,04,22,160455.68, 36.73, 141.40,   , 33
 1983,04,24,044813.60, 35.93, 139.67,4.4, 88
